occupation	href	task
Cutters and Trimmers, Hand	https://www.onetonline.org/link/summary/51-9031.00	Unroll, lay out, attach, or mount materials or items on cutting tables or machines.
Cutters and Trimmers, Hand	https://www.onetonline.org/link/summary/51-9031.00	Separate materials or products according to size, weight, type, condition, color, or shade.
Cutters and Trimmers, Hand	https://www.onetonline.org/link/summary/51-9031.00	Fold or shape materials before or after cutting them.
Cutters and Trimmers, Hand	https://www.onetonline.org/link/summary/51-9031.00	Replace or sharpen dulled cutting tools such as saws.
Cutters and Trimmers, Hand	https://www.onetonline.org/link/summary/51-9031.00	Lower table-mounted cutters such as knife blades, cutting wheels, or saws to cut items to specified sizes.
Cutters and Trimmers, Hand	https://www.onetonline.org/link/summary/51-9031.00	Stack cut items and load them on racks or conveyors or onto trucks.
Cutters and Trimmers, Hand	https://www.onetonline.org/link/summary/51-9031.00	Adjust guides and stops to control depths and widths of cuts.
Cutters and Trimmers, Hand	https://www.onetonline.org/link/summary/51-9031.00	Count or weigh and bundle items.
Cutters and Trimmers, Hand	https://www.onetonline.org/link/summary/51-9031.00	Clean, treat, buff, or polish finished items, using grinders, brushes, chisels, and cleaning solutions and polishing materials.
Cutters and Trimmers, Hand	https://www.onetonline.org/link/summary/51-9031.00	Route items to provide cutouts for parts, using portable routers, grinders, and hand tools.
Cutters and Trimmers, Hand	https://www.onetonline.org/link/summary/51-9031.00	Transport items to work or storage areas, using carts.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Set up, operate, or tend machines that cut or slice materials, such as glass, stone, cork, rubber, tobacco, food, paper, or insulating material.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Review work orders, blueprints, specifications, or job samples to determine components, settings, and adjustments for cutting and slicing machines.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Examine, measure, and weigh materials or products to verify conformance to specifications, using measuring devices, such as rulers, micrometers, or scales.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Press buttons, pull levers, or depress pedals to start and operate cutting and slicing machines.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Start machines to verify setups, and make any necessary adjustments.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Feed stock into cutting machines, onto conveyors, or under cutting blades, by threading, guiding, pushing, or turning handwheels.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Monitor operation of cutting or slicing machines to detect malfunctions or to determine whether supplies need replenishment.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Stack and sort cut material for packaging, further processing, or shipping, according to types and sizes of material.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Adjust machine controls to alter position, alignment, speed, or pressure.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Remove completed materials or products from cutting or slicing machines, and stack or store them for additional processing.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Maintain production records, such as quantities, types, and dimensions of materials produced.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Remove defective or substandard materials from machines, and readjust machine components so that products meet standards.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Position stock along cutting lines, or against stops on beds of scoring or cutting machines.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Move stock or scrap to and from machines manually, or by using carts, handtrucks, or lift trucks.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Select and install machine components, such as cutting blades, rollers, and templates, according to specifications, using hand tools.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Clean and lubricate cutting machines, conveyors, blades, saws, or knives, using steam hoses, scrapers, brushes, or oil cans.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Mark cutting lines or identifying information on stock, using marking pencils, rulers, or scribes.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Type instructions on computer keyboards, push buttons to activate computer programs, or manually set cutting guides, clamps, and knives.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Change or replace saw blades, cables, cutter heads, and grinding wheels, using hand tools.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Position width gauge blocks between blades, and level blades and insert wedges into frames to secure blades to frames.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Direct workers on cutting teams.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Sharpen cutting blades, knives, or saws, using files, bench grinders, or honing stones.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Turn cranks or press buttons to activate winches that move cars under sawing cables or saw frames.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Tighten pulleys or add abrasives to maintain cutting speeds.
Cutting and Slicing Machine Setters, Operators, and Tenders	https://www.onetonline.org/link/summary/51-9032.00	Cut stock manually to prepare for machine cutting, using tools such as knives, cleavers, handsaws, or hammers and chisels.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Examine completed workpieces for defects, such as chipped edges or marred surfaces and sort defective pieces according to types of flaws.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Measure completed workpieces to verify conformance to specifications, using micrometers, gauges, calipers, templates, or rulers.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Set stops on machine beds, change dies, and adjust components, such as rams or power presses, when making multiple or successive passes.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Start machines, monitor their operations, and record operational data.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Test and adjust machine speeds or actions, according to product specifications, using gauges and hand tools.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Install, align, and lock specified punches, dies, cutting blades, or other fixtures in rams or beds of machines, using gauges, templates, feelers, shims, and hand tools.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Read work orders or production schedules to determine specifications, such as materials to be used, locations of cutting lines, or dimensions and tolerances.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Position guides, stops, holding blocks, or other fixtures to secure and direct workpieces, using hand tools and measuring devices.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Position, align, and secure workpieces against fixtures or stops on machine beds or on dies.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Load workpieces, plastic material, or chemical solutions into machines.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Adjust ram strokes of presses to specified lengths, using hand tools.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Clean and lubricate machines.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Mark identifying data on workpieces.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Clean work area.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Plan sequences of operations, applying knowledge of physical properties of workpiece materials.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Operate forklifts to deliver materials.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Lubricate workpieces with oil.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Turn controls to set cutting speeds, feed rates, or table angles for specified operations.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Scribe reference lines on workpieces as guides for cutting operations, according to blueprints, templates, sample parts, or specifications.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Place workpieces on cutting tables, manually or using hoists, cranes, or sledges.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Turn valves to start flow of coolant against cutting areas or to start airflow that blows cuttings away from kerfs.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Thread ends of metal coils from reels through slitters and secure ends on recoilers.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Grind out burrs or sharp edges, using portable grinders, speed lathes, or polishing jacks.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Remove housings, feed tubes, tool holders, or other accessories to replace worn or broken parts, such as springs or bushings.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Replace defective blades or wheels, using hand tools.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Set blade tensions, heights, and angles to perform prescribed cuts, using wrenches.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Select, clean, and install spacers, rubber sleeves, or cutters on arbors.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Hand-form, cut, or finish workpieces, using tools such as table saws, hand sledges, or anvils.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Preheat workpieces, using heating furnaces or hand torches.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Sharpen dulled blades, using bench grinders, abrasive wheels, or lathes.
Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	https://www.onetonline.org/link/summary/51-4031.00	Hone cutters with oilstones to remove nicks.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Arrange and attach chromosomes in numbered pairs on karyotype charts, using standard genetics laboratory practices and nomenclature, to identify normal or abnormal chromosomes.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Count numbers of chromosomes and identify the structural abnormalities by viewing culture slides through microscopes, light microscopes, or photomicroscopes.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Examine chromosomes found in biological specimens to detect abnormalities.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Apply prepared specimen and control to appropriate grid, run instrumentation, and produce analyzable results.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Select appropriate culturing system or procedure based on specimen type and reason for referral.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Analyze chromosomes found in biological specimens to aid diagnoses and treatments for genetic diseases such as congenital disabilities, fertility problems, and hematological disorders.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Harvest cell cultures using substances such as mitotic arrestants, cell releasing agents, and cell fixatives.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Summarize test results and report to appropriate authorities.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Prepare biological specimens such as amniotic fluids, bone marrow, tumors, chorionic villi, and blood, for chromosome examinations.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Select or prepare specimens and media for cell cultures using aseptic techniques, knowledge of medium components, or cell nutritional requirements.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Input details of specimen processing, analysis, and technical issues into logs or laboratory information systems (LIS).
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Prepare slides of cell cultures following standard procedures.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Input details of specimens into logs or computer systems.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Select appropriate methods of preparation and storage of media to maintain potential of hydrogen (pH), sterility, or ability to support growth.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Develop, implement, and monitor quality control and quality assurance programs to ensure accurate and precise test performance and reports.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Stain slides to make chromosomes visible for microscopy.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Describe chromosome, FISH and aCGH analysis results in International System of Cytogenetic Nomenclature (ISCN) language.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Evaluate appropriateness of received specimens for requested tests.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Create chromosome images using computer imaging systems.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Recognize and report abnormalities in the color, size, shape, composition, or pattern of cells.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Determine optimal time sequences and methods for manual or robotic cell harvests.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Communicate to responsible parties unacceptable specimens and suggest remediation for future submissions.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Select banding methods to permit identification of chromosome pairs.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Maintain laboratory equipment such as photomicroscopes, inverted microscopes, and standard darkroom equipment.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Identify appropriate methods of specimen collection, preservation, or transport.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Archive case documentation and study materials as required by regulations and laws.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Supervise subordinate laboratory staff.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Develop and implement training programs for trainees, medical students, resident physicians or post-doctoral fellows.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Communicate test results or technical information to patients, physicians, family members, or researchers.
Cytogenetic Technologists	https://www.onetonline.org/link/summary/29-2011.01	Extract, measure, dilute as appropriate, label, and prepare DNA for array analysis.
Cytotechnologists	https://www.onetonline.org/link/summary/29-2011.02	Examine cell samples to detect abnormalities in the color, shape, or size of cellular components and patterns.
Cytotechnologists	https://www.onetonline.org/link/summary/29-2011.02	Document specimens by verifying patients' and specimens' information.
Cytotechnologists	https://www.onetonline.org/link/summary/29-2011.02	Submit slides with abnormal cell structures to pathologists for further examination.
Cytotechnologists	https://www.onetonline.org/link/summary/29-2011.02	Prepare and analyze samples, such as Papanicolaou (PAP) smear body fluids and fine needle aspirations (FNAs), to detect abnormal conditions.
Cytotechnologists	https://www.onetonline.org/link/summary/29-2011.02	Examine specimens, using microscopes, to evaluate specimen quality.
Cytotechnologists	https://www.onetonline.org/link/summary/29-2011.02	Maintain effective laboratory operations by adhering to standards of specimen collection, preparation, or laboratory safety.
Cytotechnologists	https://www.onetonline.org/link/summary/29-2011.02	Provide patient clinical data or microscopic findings to assist pathologists in the preparation of pathology reports.
Cytotechnologists	https://www.onetonline.org/link/summary/29-2011.02	Assist pathologists or other physicians to collect cell samples by fine needle aspiration (FNA) biopsy or other method.
Cytotechnologists	https://www.onetonline.org/link/summary/29-2011.02	Prepare cell samples by applying special staining techniques, such as chromosomal staining, to differentiate cells or cell components.
Cytotechnologists	https://www.onetonline.org/link/summary/29-2011.02	Adjust, maintain, or repair laboratory equipment, such as microscopes.
Cytotechnologists	https://www.onetonline.org/link/summary/29-2011.02	Assign tasks or coordinate task assignments to ensure adequate performance of laboratory activities.
Cytotechnologists	https://www.onetonline.org/link/summary/29-2011.02	Attend continuing education programs that address laboratory issues.
Cytotechnologists	https://www.onetonline.org/link/summary/29-2011.02	Examine specimens to detect abnormal hormone conditions.
Dancers	https://www.onetonline.org/link/summary/27-2031.00	Study and practice dance moves required in roles.
Dancers	https://www.onetonline.org/link/summary/27-2031.00	Harmonize body movements to rhythm of musical accompaniment.
Dancers	https://www.onetonline.org/link/summary/27-2031.00	Train, exercise, and attend dance classes to maintain high levels of technical proficiency, physical ability, and physical fitness.
Dancers	https://www.onetonline.org/link/summary/27-2031.00	Coordinate dancing with that of partners or dance ensembles.
Dancers	https://www.onetonline.org/link/summary/27-2031.00	Develop self-understanding of physical capabilities and limitations, and choose dance styles accordingly.
Dancers	https://www.onetonline.org/link/summary/27-2031.00	Perform classical, modern, or acrobatic dances in productions, expressing stories, rhythm, and sound with their bodies.
Dancers	https://www.onetonline.org/link/summary/27-2031.00	Collaborate with choreographers to refine or modify dance steps.
Dancers	https://www.onetonline.org/link/summary/27-2031.00	Audition for dance roles or for membership in dance companies.
Dancers	https://www.onetonline.org/link/summary/27-2031.00	Attend costume fittings, photography sessions, and makeup calls associated with dance performances.
Dancers	https://www.onetonline.org/link/summary/27-2031.00	Monitor the field of dance to remain aware of current trends and innovations.
Dancers	https://www.onetonline.org/link/summary/27-2031.00	Prepare pointe shoes, by sewing or other means, for use in rehearsals and performance.
Dancers	https://www.onetonline.org/link/summary/27-2031.00	Perform in productions, singing or acting in addition to dancing, if required.
Dancers	https://www.onetonline.org/link/summary/27-2031.00	Teach dance students.
Dancers	https://www.onetonline.org/link/summary/27-2031.00	Devise and choreograph dance for self or others.
Data Entry Keyers	https://www.onetonline.org/link/summary/43-9021.00	Locate and correct data entry errors, or report them to supervisors.
Data Entry Keyers	https://www.onetonline.org/link/summary/43-9021.00	Compile, sort, and verify the accuracy of data before it is entered.
Data Entry Keyers	https://www.onetonline.org/link/summary/43-9021.00	Compare data with source documents, or re-enter data in verification format to detect errors.
Data Entry Keyers	https://www.onetonline.org/link/summary/43-9021.00	Store completed documents in appropriate locations.
Data Entry Keyers	https://www.onetonline.org/link/summary/43-9021.00	Select materials needed to complete work assignments.
Data Entry Keyers	https://www.onetonline.org/link/summary/43-9021.00	Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.
Data Entry Keyers	https://www.onetonline.org/link/summary/43-9021.00	Maintain logs of activities and completed work.
Data Entry Keyers	https://www.onetonline.org/link/summary/43-9021.00	Load machines with required input or output media, such as paper, cards, disks, tape, or Braille media.
Data Entry Keyers	https://www.onetonline.org/link/summary/43-9021.00	Resolve garbled or indecipherable messages, using cryptographic procedures and equipment.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Analyze, manipulate, or process large sets of data using statistical software.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Apply feature selection algorithms to models predicting outcomes of interest, such as sales, attrition, and healthcare use.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Apply sampling techniques to determine groups to be surveyed or use complete enumeration methods.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Clean and manipulate raw data using statistical software.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Compare models using statistical performance metrics, such as loss functions or proportion of explained variance.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Create graphs, charts, or other visualizations to convey the results of data analysis using specialized software.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Deliver oral or written presentations of the results of mathematical modeling and data analysis to management or other end users.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Design surveys, opinion polls, or other instruments to collect data.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Identify business problems or management objectives that can be addressed through data analysis.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Identify relationships and trends or any factors that could affect the results of research.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Identify solutions to business problems, such as budgeting, staffing, and marketing decisions, using the results of data analysis.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Propose solutions in engineering, the sciences, and other fields using mathematical theories and techniques.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Read scientific articles, conference papers, or other sources of research to identify emerging analytic trends and technologies.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Recommend data-driven solutions to key stakeholders.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Test, validate, and reformulate models to ensure accurate prediction of outcomes of interest.
Data Scientists	https://www.onetonline.org/link/summary/15-2051.00	Write new functions or applications in programming languages to conduct analyses.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Develop data warehouse process models, including sourcing, loading, transformation, and extraction.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Verify the structure, accuracy, or quality of warehouse data.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Map data between source systems, data warehouses, and data marts.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Develop and implement data extraction procedures from other systems, such as administration, billing, or claims.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Design and implement warehouse database structures.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Provide or coordinate troubleshooting support for data warehouses.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Design, implement, or operate comprehensive data warehouse systems to balance optimization of data access with batch loading and resource utilization factors, according to customer requirements.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Perform system analysis, data analysis or programming, using a variety of computer languages and procedures.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Create supporting documentation, such as metadata and diagrams of entity relationships, business processes, and process flow.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Create or implement metadata processes and frameworks.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Review designs, codes, test plans, or documentation to ensure quality.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Create plans, test files, and scripts for data warehouse testing, ranging from unit to integration testing.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Select methods, techniques, or criteria for data warehousing evaluative procedures.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Implement business rules via stored procedures, middleware, or other technologies.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Prepare functional or technical documentation for data warehouses.
Data Warehousing Specialists	https://www.onetonline.org/link/summary/15-1243.01	Test software systems or applications for software enhancements or new products.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Modify existing databases and database management systems or direct programmers and analysts to make changes.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Plan, coordinate, and implement security measures to safeguard information in computer files against accidental or unauthorized damage, modification or disclosure.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Plan and install upgrades of database management system software to enhance database performance.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Specify users and user access levels for each segment of database.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Test changes to database applications or systems.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Test programs or databases, correct errors, and make necessary modifications.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Train users and answer questions.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Provide technical support to junior staff or clients.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Approve, schedule, plan, and supervise the installation and testing of new products and improvements to computer systems, such as the installation of new databases.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Develop standards and guidelines for the use and acquisition of software and to protect vulnerable information.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Write and code logical and physical database descriptions and specify identifiers of database to management system, or direct others in coding descriptions.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Develop data models describing data elements and how they are used, following procedures and using pen, template, or computer software.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Select and enter codes to monitor database performance and to create production databases.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Review procedures in database management system manuals to make changes to database.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.
Database Administrators	https://www.onetonline.org/link/summary/15-1242.00	Revise company definition of data as defined in data dictionary.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Develop and document database architectures.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Design databases to support business applications, ensuring system scalability, security, performance, and reliability.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Develop data models for applications, metadata tables, views or related database structures.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Develop methods for integrating different products so they work properly together, such as customizing commercial databases to fit specific needs.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Create and enforce database development standards.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Document and communicate database schemas, using accepted notations.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Develop data model describing data elements and their use, following procedures and using pen, template or computer software.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Work as part of a project team to coordinate database development and determine project scope and limitations.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Set up database clusters, backup, or recovery processes.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Demonstrate database technical functionality, such as performance, security and reliability.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Develop load-balancing processes to eliminate down time for backup processes.
Database Architects	https://www.onetonline.org/link/summary/15-1243.00	Plan and install upgrades of database management system software to enhance database performance.
