job_title	job_description
Agent de bureau II – encaissements et remboursements	"Sous l’autorité immédiate du directeur de l’administration du Centre de perception, le titulaire participe aux activités d’encaissements et remboursement de la clientèle des entités du <anon_company>.
Effectuer le service à la clientèle pour assurer la qualité du service téléphonique en période de débordement. Recevoir les appels pour toutes les demandes de renseignements relatifs aux modalités de paiement et à l’état de ceux-ci. 
Vérifier la liste des paiements électroniques effectués par les assurés, au besoin, effectuer des recherches pour corriger l’identification du client. 
Effectuer l’encaissement des sommes reçues des agences de recouvrements, des Groupes et associations et des flottes des produits du <anon_company> et en assurer le suivi mensuel. 
Traiter les promotions manuelles des différentes campagnes marketing du <anon_company>. 
Vérifier la liste de remboursement avant l’émission du chèque, analyser chaque demande pour assurer un traitement selon la politique et procédure établies et des justes sommes à rembourser. 
Traiter les chèques émis en circulation et périmés, vérifier les dossiers selon la procédure établie, et procéder à une émission pour remplacement si requis. 
Mettre à jour les comptes clients des retours de chèques encaissés refusés de la banque. 
Procéder à la vérification des dossiers des assurés à la suite de la réception d’un paiement incorrect, assurer le suivi, communiquer avec les clients par téléphone ou par lettre pour les informer de la situation et retourner les chèques aux clients s’il y a lieu. 
Vérifier et procéder à la saisie des ajustements aux comptes des assurés et effectuer des remboursements au besoin. 
Effectuer toute autre tâche à la demande de son supérieur immédiat."
Agent en assurances de dommages des particuliers – équipes spécialisées (bilingue)	"Sous la direction de son supérieur immédiat, le titulaire effectue de la sollicitation, de la vente, du service à la clientèle ou des renouvellements en assurances automobile, habitation et protection juridique.
Procéder aux soumissions, modifications, fidélisations, sollicitations et émissions de polices d’assurance habitation d’une valeur de 800 000 $ et plus. 
Procéder au renouvellement des contrats selon l’échéancier et les critères établis. 
Effectuer des mises à jour tout en effectuant un rôle-conseil de qualité.
Analyser, évaluer le risque et prendre les actions nécessaires pour rendre le risque acceptable. 
Analyser les rapports d’inspection, les mémos-sinistre, les maisons vacantes, les maisons en construction et poêles à bois. 
Traiter les demandes de réémission des contrats suite à l’annulation pour non-paiement de prime, à l’annulation de la police due au poêle à bois ou de l’inspection de la résidence. 
Répondre aux appels des clients provenant du <anon_misc> service ainsi qu’aux visiteurs lorsque requis.
Effectuer toute autre tâche à la demande de son supérieur."
Agent de bureau II – vérification des données (bilingue)	"Sous l’autorité immédiate du directeur du service à la clientèle de la perception, le titulaire effectue en responsabilité partagée les fonctions du service à la clientèle et du suivi de dossier pour assurer d’informer le client sur le risque de résiliation de contrat pour non-paiement des primes.
S’occuper des retours des lettres certifiées, faire des vérifications afin de trouver la bonne adresse, ou contacter le client pour l’aviser du non-paiement de sa police d’assurance; si entente de paiement, garder un suivi; classer par date de délai pour évaluer si un envoi par « PUROLATOR » sera requis. 
Effectuer des recherches pour tous les envois certifiés qui reviennent avec autres mentions que « non réclamés » à partir du site de poste <anon_location>, <anon_location> 411 et notre système <anon_misc>. 
Effectuer le service à la clientèle pour assurer la qualité du service téléphonique à toute heure de la journée. Recevoir les appels pour toutes les demandes de renseignements relatifs aux modalités de paiement et à l’état de ceux-ci. 
Expédier une nouvelle lettre par « PUROLATOR » confirmant la résiliation pour non-paiement d’une police, et ce, suite à un envoi certifié revenu avec la mention « non réclamé » et récupérer la signature du client dans le fichier « PUROLATOR ». 
Mettre tous les efforts à rejoindre l’assuré en utilisant tous les numéros de téléphone inscrits au dossier pour l’aviser de la situation d’annulation de contrat pour non-paiement de sa prime. 
Vérifier le dossier du client afin de connaître d’autres adresses ou lien avec d’autres clients et, si tel est le cas, réexpédier une lettre par « PUROLATOR ». 
Mandater un huissier de remettre la lettre de résiliation au client, si les tâches précédentes n’ont pas été concluantes, selon des critères préalablement identifiés. 
Compléter un rapport sur le suivi des mandats d’huissiers aux fins de statistiques. 
Corriger le dossier du client pour tout retour de courrier. 
Effectuer la numérisation des documents. 
Procéder à l’ouverture du courrier, saisie de chèques et classement. 
Assurer, au besoin, la prise de messages sur les boîtes vocales du Centre de perception et la production de factures. 
Effectuer toute autre tâche à la demande de son supérieur immédiat."
Agent de bureau II - administration et relations avec la clientèle	"Sous l’autorité immédiate du directeur principal, le titulaire exécute différents travaux à l'aide du traitement de textes et du chiffrier électronique, extrait des rapports de notre système téléphonique et de notre CRM et les traite en Excel, reçoit et distribue le courrier, reçoit et achemine les appels téléphoniques, réquisitionne le matériel de bureau, compose et met à jour des modèles de lettres et de courriels bilingues. Réquisitionne et contrôle le matériel nécessaire pour les ventes en direct.
Transcrire à l'aide du traitement de texte des lettres, rapports, comptes rendus, formulaires et autres documents, et ce, pour la directrice et le personnel du département de relations à la clientèle et rémunération. 
Vérifier l'orthographe, la grammaire et le style des textes avant de les transcrire et, s'il y a lieu, apporter les correctifs requis. 
Créer, modifier et mettre à jour des tableaux à l'aide du logiciel Excel ainsi que des lettres à l'aide du système central de traitement de lettres. 
Compléter les réquisitions nécessaires relatives à l'achat d'accessoires de bureau et de formulaires ainsi que les autorisations de débours et en assurer le suivi. 
Recevoir, ouvrir et distribuer le courrier au personnel du département. 
Responsable de la gestion, du contrôle et de l’achat de différents formulaires utilisés par l’administration, le courtage et les compagnies partenaires. 
Responsable de la mise à jour des fichiers informatiques des formulaires administratifs utilisés sur les logiciels de cotation par le courtage ou les compagnies partenaires. 
Traiter les retours de courriers au besoin. 
Préparer des documents HTM et PDF provenant de Word, Excel ou à l'aide d'un numériseur. 
Web éditeur : Déposer et modifier des documents dans les deux intranets pour l'assurance individuelle. 
Responsable de la production de certains rapports de gestion en Excel transmis à l'interne concernant les statistiques téléphoniques, sondage de la clientèle, suivis des ventes en direct, etc.. 
Procéder à l'extraction des rapports quotidiens, hebdomadaires et mensuels pour le service à la clientèle, le service aux conseillers, l'épargne et les fonds. 
Effectuer toute autre tâche à la demande de son supérieur."
Agent de bureau - conciliations bancaires et saisie	"Sous l’autorité immédiate de la directrice, le titulaire réalise les tâches reliées aux dépôts, à l’émission des chèques, à la préparation et à la saisie d’écritures comptables, et procède à l’exécution de conciliations bancaires.
Préparer les dépôts quotidiens et calculer au besoin les soldes bancaires. 
Effectuer divers transferts bancaires. 
Préparer et saisir quotidiennement les écritures comptables relatives aux transactions bancaires pour certains comptes bancaires, s’assurer du balancement des données et vérifier si les transactions ont été enregistrées correctement. 
Effectuer la conciliation des comptes bancaires et quelques comptes du grand livre de certaines filiales du Groupe. 
Assurer le suivi et le support des opérations bancaires (arrêts de paiement, dépôts électroniques, chèques retournés, opérations sur les comptes, etc.) des lignes d’affaires reliées aux comptes bancaires. 
Faire le suivi des chèques encaissés frauduleusement. 
Effectuer le classement des pièces comptables et le suivi des archives. 
Procéder à la signature des chèques en s’assurant que l’approbateur du chèque est autorisé selon ses limites et veiller à la garde des estampes de signatures. 
Au besoin, accomplir, certains travaux de nature comptable. 
Au besoin, accomplir toutes autres tâches connexes."
Agent de bureau II – gestion des contrats	"Sous l’autorité immédiate du directeur, le titulaire réalise les tâches reliées à la gestion des contrats d'assurance vie et maladie. 
Enregistrement des cas à traiter pour statistiques et suivis, identifier les dossiers à traiter en priorité et distribuer les cas entre chaque personne responsable du traitement. 
Participer à la conservation des affaires en avisant le conseiller d'une possibilité d'annulation, de réduction de capital, libération ou toute autre situation mettant en péril le contrat. 
Procéder au traitement des transactions suivantes : demande d'avance, de retrait/transfert/changement d'option de participations, retrait de participations pour appliquer en paiement d'une prime, des changements de mode de paiement, changement de payeur, transfert comptant du centre de perception, de déchéances, des annulations et modifications reliées aux produits <anon_misc>. 
Recevoir les appels des clients, identifier le besoin, communiquer les informations et les explications relatives aux différents produits de la ligne d'affaires. 
Procéder à la saisie du paiement, effectuer la mise en lots des chèques, balancer les montants déposés, s'il y a lieu, est responsable de la conservation des chèques postdatés et de l'encaissement de ces derniers aux dates prévues. 
Communiquer et prendre entente avec les assurés qui ont expédié un paiement inexact ou dont les informations sont insuffisantes et récupérer les chèques qui nous sont retournés par la banque et en assurer le suivi en communiquant avec les preneurs. 
Balancer mensuellement les encaissements des dépôts d'assurance vie ou maladie. 
Assurer le service à la clientèle et à la prise en charge du client par téléphone ou physiquement à la réception du siège social. 
Vérifier les différents rapports de contrôle hebdomadaires ou mensuels et apporter les corrections nécessaires. (partie non complexe de l'automatisme, liste des codes O, liste de suspens divers et liste des écarts). 
Expédier aux centres financiers et aux agents généraux les copies des lettres destinées aux conseillers et courtiers. 
Faire le rappel aux clients par lettre qui sont en possession d'un chèque non encaissé, et ce, selon le rapport des chèques en circulation. 
Procéder à l'annulation des chèques erronés sur une base journalière et à l'annulation des chèques périmés mensuellement. 
Participer à la gestion de la boîte de courriel commune de la gestion des contrats. 
Participer à l'efficience et à l'amélioration continue de la productivité de l'équipe. 
Autoriser les déboursés jusqu'à 5 000 $. 
Communiquer avec le client par écrit dans le cas où un paiement est retourné en raison de provision insuffisante. 
Expédier et vérifier les confirmations de transactions effectuées par l'équipe de la gestion des contrats. 
Renseigner les clients sur les différentes modalités et procédures à suivre dans des cas particuliers et problématiques. 
Traiter en ligne les requêtes pouvant être répondues immédiatement et transmettre l'information nécessaire ou la demande au département concerné pour les traitements plus complexes. 
Est responsable de retracer quotidiennement le client suite au retour de courrier, et ce, à l'aide du système informatique et selon une procédure établie. 
Participer à la conservation des affaires et informer les clients des possibilités autres que l'annulation. 
Maintenir ses connaissances à jour sur les produits et assurer en continu le développement de ses compétences. 
Au besoin, accomplir toutes autres tâches connexes."
Agent de bureau II - intégration multimédia	"Sous l’autorité immédiate du chef de service, le titulaire exécute divers travaux d’intégration multimédia et de programmation, en soutien aux divers projets marketing de <anon_company>.
Effectuer la création de page et de sites web dans l’outil de gestion de contenu de site. 
Intégrer les différentes composantes livrées par les équipe TI dans l’outil de gestion de contenu. 
Effectuer la mise à jour des contenus et images dans les outils de gestion de contenu des différentes propriétés numériques. 
Programmer les envois de courriels de masse pour différentes campagnes marketing. 
Effectuer une vigie constante des tendances web et des technologies émergentes. 
Effectuer à l’occasion des déclinaisons ou ajustements graphiques à partir de concepts existants pour le Web ou les médias sociaux. 
Au besoin, accomplir toutes autres tâches connexes."
Agent de bureau II - intégration multimédia	"Sous l’autorité immédiate du chef de service, le titulaire exécute divers travaux d’intégration multimédia et de programmation, en soutien aux divers projets marketing de <anon_company>.
Effectuer la création de page et de sites web dans l’outil de gestion de contenu de site. 
Intégrer les différentes composantes livrées par les équipe TI dans l’outil de gestion de contenu. 
Effectuer la mise à jour des contenus et images dans les outils de gestion de contenu des différentes propriétés numériques. 
Programmer les envois de courriels de masse pour différentes campagnes marketing. 
Effectuer une vigie constante des tendances web et des technologies émergentes. 
Effectuer à l’occasion des déclinaisons ou ajustements graphiques à partir de concepts existants pour le Web ou les médias sociaux. 
Au besoin, accomplir toutes autres tâches connexes."
Agent de bureau II - soins de santé	"Sous l’autorité immédiate du chef de service des prestations des soins de santé, le titulaire procède à l’étude des demandes de règlements d’assurance maladie. À cet effet, il vérifie et applique les principales obligations contractuelles des assurés et de l’assureur. En résumé, il accepte, refuse ou diffère les demandes présentées.
Étudier les demandes d’assurance maladie : 
Recevoir les formulaires de demande de prestations et la correspondance reliée aux dossiers des assurés; 
Procéder à la vérification de l’admissibilité de l’assuré dans le contrat auquel il est lié; 
À partir des différents contrats, des listes de médicaments et des professionnels en assurance maladie, vérifier si les frais réclamés sont remboursables. Vérifier l’admissibilité des médecins et autres professionnels de la santé, par téléphone ou dans les listes rédigées à cet effet. 
Effectuer au besoin des contacts téléphoniques aux assurés, pharmaciens, chirurgiens-dentistes et autres professionnels de la santé ou toute personne ou association pouvant lui fournir des renseignements pertinents ou nécessaires dans l’étude d’un dossier. 
Procéder à l’émission de chèques suite à l'acceptation des demandes de prestations. 
Rédiger, au besoin, toute correspondance exigée dans le règlement des prestations afin de donner toutes les informations nécessaires aux assurés lorsque surviennent des situations particulières. 
Au besoin, procéder à une vérification des chèques imprimés. 
Communiquer aux personnes-ressources des secteurs concernés toute situation particulière rencontrée dans une demande de règlement. 
Effectuer toute autre tâche à la demande de son supérieur."
Agent de bureau II - relations avec la clientèle adhérent	"Le titulaire réalise les tâches reliées au service à la clientèle aux assurés, retraités et divers intervenants dans le respect de la charte de service à la clientèle en vigueur à <anon_company> sur tous les produits et services offerts à la clientèle de la ligne d’affaires de l’assurance collective.
Répondre aux demandes des clients et autres intervenants par téléphone ou par écrit, en effectuant les recherches concernant les questions relatives aux produits et services offerts à la clientèle de la ligne d’affaires de l’assurance collective (maladie, dentaire, assurance voyage, gestion des contrats et invalidité). 
Fournir les divers renseignements au client concernant son dossier, mettre en œuvre les transactions requises. 
Communiquer avec les clients par téléphone ou par écrit pour le suivi des dossiers. 
Effectuer différentes tâches administratives telles que les changements d’adresse, les mises à jour de personnes à charge, l’émission de certificat d’assurance, la saisie des dépôts directs, etc. 
Communiquer avec les autres directions pour répondre aux clients et faire le suivi nécessaire. 
Effectuer des sondages téléphoniques au besoin. 
Exécuter toute autre tâche connexe à la demande de son gestionnaire."
Agent de bureau II - relations avec la clientèle adhérent	"Le titulaire réalise les tâches reliées au service à la clientèle aux assurés, retraités et divers intervenants dans le respect de la charte de service à la clientèle en vigueur à <anon_company> sur tous les produits et services offerts à la clientèle de la ligne d’affaires de l’assurance collective.
Répondre aux demandes des clients et autres intervenants par téléphone ou par écrit, en effectuant les recherches concernant les questions relatives aux produits et services offerts à la clientèle de la ligne d’affaires de l’assurance collective (maladie, dentaire, assurance voyage, gestion des contrats et invalidité). 
Fournir les divers renseignements au client concernant son dossier, mettre en œuvre les transactions requises. 
Communiquer avec les clients par téléphone ou par écrit pour le suivi des dossiers. 
Effectuer différentes tâches administratives telles que les changements d’adresse, les mises à jour de personnes à charge, l’émission de certificat d’assurance, la saisie des dépôts directs, etc. 
Communiquer avec les autres directions pour répondre aux clients et faire le suivi nécessaire. 
Effectuer des sondages téléphoniques au besoin. 
Exécuter toute autre tâche connexe à la demande de son gestionnaire."
Agent de bureau I - nouvelles affaires (saisie)	"Sous l’autorité immédiate du chef de service nouvelles affaires, le titulaire agit à titre de soutien à l’unité Jet et sélection des risques. Il procède à la saisie des propositions provenant des conseillers en sécurité financière et courtiers relativement aux produits de <anon_company>, procède à l’émission des contrats d’assurance vie et maladie de <anon_company> provenant des campagnes de la Direction des ventes en direct.
Procéder à la saisie et à la préparation des propositions non transmises électroniquement que ce soit des propositions soumises par le réseau de courtage externe ou par nos différents partenaires, des propositions rejetées de la télécommunication CSC ou des propositions provenant des campagnes de la Direction des ventes en direct. 
Communiquer avec les conseillers, le directeur des centres financiers, les agents généraux ou les pour toute demande d’information ou de document additionnel. 
Encaisser les chèques reçus avec les propositions. 
Procéder à l’annulation des cas CSC pour lesquels la proposition physique n’a jamais été reçue et pour certains cas d’annulation demandée par les clients en transmettant une lettre. 
Pour les produits de <anon_company>, vérifier, contresigner et expédier aux clients, aux conseillers, aux agents généraux ou à nos partenaires les polices d’assurance et les contre-propositions en s’assurant de leur conformité. 
Traiter les demandes de duplicata de police. 
Participer activement au processus d’amélioration continue des opérations du service. 
Effectuer toute autre tâche à la demande de son supérieur."
Agent de bureau II - relations avec la clientèle adhérent	"Le titulaire réalise les tâches reliées au service à la clientèle aux assurés, retraités et divers intervenants dans le respect de la charte de service à la clientèle en vigueur à <anon_company> sur tous les produits et services offerts à la clientèle de la ligne d’affaires de l’assurance collective.
Répondre aux demandes des clients et autres intervenants par téléphone ou par écrit, en effectuant les recherches concernant les questions relatives aux produits et services offerts à la clientèle de la ligne d’affaires de l’assurance collective (maladie, dentaire, assurance voyage, gestion des contrats et invalidité). 
Fournir les divers renseignements au client concernant son dossier, mettre en œuvre les transactions requises. 
Communiquer avec les clients par téléphone ou par écrit pour le suivi des dossiers. 
Effectuer différentes tâches administratives telles que les changements d’adresse, les mises à jour de personnes à charge, l’émission de certificat d’assurance, la saisie des dépôts directs, etc. 
Communiquer avec les autres directions pour répondre aux clients et faire le suivi nécessaire. 
Effectuer des sondages téléphoniques au besoin. 
Exécuter toute autre tâche connexe à la demande de son gestionnaire."
Agent de bureau - sélection des risques	"Sous l’autorité immédiate du directeur, le titulaire effectue différentes tâches reliées au support administratif du service de la sélection des risques.
Assurer le suivi des courriels reçus pour les tarificateurs : 
a. Effectuer la correspondance nécessaire pour le suivi des dossiers auprès des agences, des réassureurs et des firmes externes;
b. Numériser les courriels et les pièces jointes reçus dans le système de gestion électronique des documents (GED), puis mettre à jour le dossier du tarificateur dans les systèmes adéquats : <anon_misc>, <anon_misc>, <anon_misc>;
c. Informer les tarificateurs sur les demandes urgentes et les cas complexes identifiés.
Assurer un suivi prioritaire des dossiers VIP : 
a. Maintenir une veille sur les dossiers en attente d’exigences; 
b. Répondre aux demandes de suivi par téléphone ou par courriel;
c. Signaler au tarificateur responsable du dossier lorsqu’une action urgente est nécessaire.
Prendre en charge les appels téléphoniques des courtiers dans le cadre du suivi des dossiers et faire le relais auprès des tarificateurs en cas de besoin. 
Procéder au suivi des rappels des dossiers de courtage : 
a. Effectuer la correspondance nécessaire auprès du courtier;
b. S’assurer du suivi de la commande des exigences médicales auprès des firmes;
c. Aviser les tarificateurs lorsqu’une action de leur part est nécessaire dans le dossier.
Rapporter les codes MIB indiqués par les tarificateurs et effectuer la demande de détails de codes MIB auprès des autres compagnies. 
Participer aux réunions de service de la sélection des risques. 
Effectuer des tâches de soutien administratif pour les dossiers de sélection du collectif. 
Prendre en charge les demandes de suivi de l’équipe des nouvelles affaires de <anon_location> et faire le relais à l’interne auprès des équipes adéquates (tarification, nouvelles affaires) ou auprès de la force de ventes au besoin. 
Prendre en charge les courriels des tarificateurs en cas d’absence. 
Au besoin, accomplir toutes autres tâches connexes."
Agent de bureau II - relations avec la clientèle adhérent	"Le titulaire réalise les tâches reliées au service à la clientèle aux assurés, retraités et divers intervenants dans le respect de la charte de service à la clientèle en vigueur à <anon_company> sur tous les produits et services offerts à la clientèle de la ligne d’affaires de l’assurance collective.
Répondre aux demandes des clients et autres intervenants par téléphone ou par écrit, en effectuant les recherches concernant les questions relatives aux produits et services offerts à la clientèle de la ligne d’affaires de l’assurance collective (maladie, dentaire, assurance voyage, gestion des contrats et invalidité). 
Fournir les divers renseignements au client concernant son dossier, mettre en œuvre les transactions requises. 
Communiquer avec les clients par téléphone ou par écrit pour le suivi des dossiers. 
Effectuer différentes tâches administratives telles que les changements d’adresse, les mises à jour de personnes à charge, l’émission de certificat d’assurance, la saisie des dépôts directs, etc. 
Communiquer avec les autres directions pour répondre aux clients et faire le suivi nécessaire. 
Effectuer des sondages téléphoniques au besoin. 
Exécuter toute autre tâche connexe à la demande de son gestionnaire."
Agent en assurance de dommages des particuliers – SAC – Programme Carrière en assurance	"Avoir complété un DEC. 
Être à l’aise à travailler dans un environnement hautement informatisé. 
Faire preuve de dynamisme, autonomie, sens de l’organisation, orientation vers les résultats et avoir une vision du travail caractérisée par le souci d’offrir un service à la clientèle de grande qualité. 
Le bilinguisme est essentiel (français et anglais)"
Agent de bureau II – gestion des contrats (bilingue)	"Sous l’autorité immédiate du directeur, le titulaire réalise les tâches reliées à la gestion des contrats d'assurance vie et maladie. 
Enregistrement des cas à traiter pour statistiques et suivis, identifier les dossiers à traiter en priorité et distribuer les cas entre chaque personne responsable du traitement. 
Participer à la conservation des affaires en avisant le conseiller d'une possibilité d'annulation, de réduction de capital, libération ou toute autre situation mettant en péril le contrat. 
Procéder au traitement des transactions suivantes : demande d'avance, de retrait/transfert/changement d'option de participations, retrait de participations pour appliquer en paiement d'une prime, des changements de mode de paiement, changement de payeur, transfert comptant du centre de perception, de déchéances, des annulations et modifications reliées aux produits <anon_misc>. 
Recevoir les appels des clients, identifier le besoin, communiquer les informations et les explications relatives aux différents produits de la ligne d'affaires. 
Procéder à la saisie du paiement, effectuer la mise en lots des chèques, balancer les montants déposés, s'il y a lieu, est responsable de la conservation des chèques postdatés et de l'encaissement de ces derniers aux dates prévues. 
Communiquer et prendre entente avec les assurés qui ont expédié un paiement inexact ou dont les informations sont insuffisantes et récupérer les chèques qui nous sont retournés par la banque et en assurer le suivi en communiquant avec les preneurs. 
Balancer mensuellement les encaissements des dépôts d'assurance vie ou maladie. 
Assurer le service à la clientèle et à la prise en charge du client par téléphone ou physiquement à la réception du siège social. 
Vérifier les différents rapports de contrôle hebdomadaires ou mensuels et apporter les corrections nécessaires. (partie non complexe de l'automatisme, liste des codes O, liste de suspens divers et liste des écarts). 
Expédier aux centres financiers et aux agents généraux les copies des lettres destinées aux conseillers et courtiers. 
Faire le rappel aux clients par lettre qui sont en possession d'un chèque non encaissé, et ce, selon le rapport des chèques en circulation. 
Procéder à l'annulation des chèques erronés sur une base journalière et à l'annulation des chèques périmés mensuellement. 
Participer à la gestion de la boîte de courriel commune de la gestion des contrats. 
Participer à l'efficience et à l'amélioration continue de la productivité de l'équipe. 
Autoriser les déboursés jusqu'à 5 000 $. 
Communiquer avec le client par écrit dans le cas où un paiement est retourné en raison de provision insuffisante. 
Expédier et vérifier les confirmations de transactions effectuées par l'équipe de la gestion des contrats. 
Renseigner les clients sur les différentes modalités et procédures à suivre dans des cas particuliers et problématiques. 
Traiter en ligne les requêtes pouvant être répondues immédiatement et transmettre l'information nécessaire ou la demande au département concerné pour les traitements plus complexes. 
Est responsable de retracer quotidiennement le client suite au retour de courrier, et ce, à l'aide du système informatique et selon une procédure établie. 
Participer à la conservation des affaires et informer les clients des possibilités autres que l'annulation. 
Maintenir ses connaissances à jour sur les produits et assurer en continu le développement de ses compétences. 
Au besoin, accomplir toutes autres tâches connexes."
Agent de bureau I - sélection des risques (bilingue) 	"Sous l’autorité immédiate du directeur, le titulaire effectue différentes tâches reliées au support administratif du service de la sélection des risques.
Assurer le suivi des courriels reçus pour les tarificateurs : 
a. Effectuer la correspondance nécessaire pour le suivi des dossiers auprès des agences, des réassureurs et des firmes externes;
b. Numériser les courriels et les pièces jointes reçus dans le système de gestion électronique des documents (GED), puis mettre à jour le dossier du tarificateur dans les systèmes adéquats : <anon_misc>, <anon_misc>, <anon_misc>;
c. Informer les tarificateurs sur les demandes urgentes et les cas complexes identifiés.
Assurer un suivi prioritaire des dossiers VIP : 
a. Maintenir une veille sur les dossiers en attente d’exigences; 
b. Répondre aux demandes de suivi par téléphone ou par courriel;
c. Signaler au tarificateur responsable du dossier lorsqu’une action urgente est nécessaire.
Prendre en charge les appels téléphoniques des courtiers dans le cadre du suivi des dossiers et faire le relais auprès des tarificateurs en cas de besoin. 
Procéder au suivi des rappels des dossiers de courtage : 
a. Effectuer la correspondance nécessaire auprès du courtier;
b. S’assurer du suivi de la commande des exigences médicales auprès des firmes;
c. Aviser les tarificateurs lorsqu’une action de leur part est nécessaire dans le dossier.
Rapporter les codes MIB indiqués par les tarificateurs et effectuer la demande de détails de codes MIB auprès des autres compagnies. 
Participer aux réunions de service de la sélection des risques. 
Effectuer des tâches de soutien administratif pour les dossiers de sélection du collectif. 
Prendre en charge les demandes de suivi de l’équipe des nouvelles affaires de <anon_location> et faire le relais à l’interne auprès des équipes adéquates (tarification, nouvelles affaires) ou auprès de la force de ventes au besoin. 
Prendre en charge les courriels des tarificateurs en cas d’absence. 
Au besoin, accomplir toutes autres tâches connexes."
Agent de bureau - soutien technique Espace client (bilingue)	"Sous l’autorité immédiate du chef de service, le titulaire réalise les tâches reliées au soutien technique, aide à la navigation pour la clientèle de <anon_company> comme premier répondant téléphonique. De plus, la ressource réalise les tâches de soutien au niveau des requêtes de service relatives à sa direction principale avec les outils mis à sa disposition.
Agir à titre de premier répondant téléphonique pour les clients et autres intervenants en ce qui concerne le soutien technique, aider à la navigation du site Web « <anon_misc> ». 
Faire le suivi et le traitement des demandes reçues par courriel. Réaliser les retours d’appels, lorsque requis. Communiquer avec la ligne d’affaires concernée selon le cas. 
Répondre aux appels de débordement du centre de service en utilisant un questionnaire précis et faire suivre la demande à la bonne équipe de travail. 
Orienter et diriger la clientèle dans la ligne d'affaires concernée à la suite de dépannages techniques de premier niveau. 
Utiliser ses connaissances et sa formation pour bien conseiller et soutenir le client dans le processus d'inscription à « <anon_misc> ». 
Agir à titre de premier répondant au niveau du clavardage pour les clients et autres intervenants en ce qui concerne le soutien technique, aider à la navigation du site Web « <anon_misc> ». 
Communiquer avec les lignes d’affaires pour répondre aux clients et faire le suivi nécessaire sur les incidents reçus. 
Faire le traitement de requêtes de service (courte durée) du centre de services et réaliser le suivi sur les demandes qui sont en attente de l'utilisateur. 
Mettre à jour les données nominatives des clients. 
Tenir à jour les rapports d'accès provenant des Fonds ou de l'Épargne (donner ou enlever les accès). 
Compiler les données téléphoniques et sondages reçus aux fins de statistiques. 
Faire les transactions bancaires autorisées en remplacement du conseiller financier pour le compte <anon_misc> et informer le client sur le produit en dehors des heures d'ouverture d'affaires. 
Effectuer toute autre tâche connexe."
Agent service à la clientèle - perception (bilingue)	"Le titulaire du poste effectuera le service à la clientèle du service de perception, recevra les appels téléphoniques pour toutes les demandes de renseignements relatifs aux modalités de paiement, à l’état de ceux-ci et tout autre aspect des opérations de perception.
Effectuer le service à la clientèle du service de perception, recevoir les appels téléphoniques pour toutes les demandes de renseignements relatifs aux modalités de paiements, à l’état de ceux-ci et tout autre aspect des opérations de perception. 
Informer et expliquer aux clients l’état de leurs prélèvements, les modalités des prélèvements et toute autre facette des opérations de perception. 
Détecter toutes les erreurs susceptibles de se produire lors d’une modification de ligne d’affaires et procéder à la correction appropriée. S’assurer de faire les changements au système selon les procédures déjà en place. 
Analyser les demandes de paiement, conseiller les clients sur les modalités à la suite des prélèvements manquants et analyser les demandes de remboursement de frais bancaires. 
Proposer une entente de paiement au client s’il y a lieu. 
Assumer la responsabilité des ententes de paiements prises avec les clients. 
Procéder à l’analyse du dossier afin de déterminer la pertinence de conserver en vigueur le contrat. Prendre les dispositions appropriées avec le client ou entreprendre son annulation. 
Tenir à jour les suivis des activités à l’agent inscrits manuellement pour les dossiers qui lui ont été assignés. 
Analyser les dossiers pour lesquels un sinistre a été rapporté et/ou il y a un compte à recevoir en souffrance afin de déterminer s’il y a lieu de retenir la totalité ou une partie des sommes dues. 
Transmettre à l’équipe appropriée toute demande de retarder un paiement, de remboursement, de changement de mode de paiement ou de payeur. 
Contacter les clients par téléphone à la suite de l’envoi d’une correspondance pour solde en souffrance avant le transfert du dossier à l’agence de recouvrement externe. 
Procéder à l’ouverture du courrier et à la saisie de chèques manuels."
